# Norgesbuss-NL-17Fz

# instance data:    max_x_coord    max_y_coord    service_start    service_end    earliest_departure    latest_arrival
data    10    59    0    129600    15540    93480

vehicle_types    1
# ID    name    cost_per_vehicle    cost_per_hour    cost_per_km    battery
0    NL    238.49    125    2    260000

locations    1
# ID    x_coord    y_coord
0    10    59

grid_access    1
# ID    power_limits: [end_time,max_power_per_minute]
0    [-1,-]

depots    1
# ID    location_ID    type_bitset
0    0    1,

groups    1
# ID    type_bitset    depot_bitset
0    1,    1,

constraints    3
# ID    type    minimum    maximum    group_ID
0    1    0    23    0
1    2    0    3585329    0
2    4    0    873360000    0

parking_lots    1
# ID    location_ID    depot_ID    capacity    parking_cost_per_second
0    0    0    5    0

stations    1
# ID    location_ID    depot_ID    grid_access_ID    capacity
0    0    0    0    7

trips    752
# ID    from_location_ID    to_location_ID    group_ID    start_time    end_time    length    energy_per_vehicle_type    tasks_and_links
636    0    48    106    0    -1    2880    0    1080    6146    9353    2841    1242    2903    1278    2942    1314    2978
637    0    48    94    0    -1    2040    0    1140    10522    12504    2842    1243    2904    1279    2943    1299    2963
638    0    48    108    0    -1    2940    0    1140    10522    13630    2843    1244    2905    1282    2946    1316    2980
639    2    50    0    0    -1    300    0    300    2073    2366    2866    1245    2906
640    6    50    0    0    -1    420    0    300    2073    2366    2866    1245    2906
641    4    50    0    0    -1    300    0    300    2073    2366    2866    1245    2907
642    2    49    0    0    -1    1200    0    1200    7659    8855    2862    1247    2909
643    6    49    0    0    -1    1320    0    1200    7659    8855    2862    1247    2909
644    4    49    0    0    -1    1200    0    1200    7659    8855    2862    1247    2910
645    2    48    0    0    -1    1140    0    1140    8210    9309    2844    1248    2911
646    6    48    0    0    -1    1260    0    1140    8210    9309    2844    1248    2911
647    4    48    0    0    -1    1140    0    1140    8210    9309    2844    1248    2912
648    0    51    59    0    -1    180    0    0    0    75    2867    1319    2983    1321    2986
649    2    51    0    0    -1    300    0    300    2073    2366    2868    1320    2984
650    6    51    0    0    -1    420    0    300    2073    2366    2868    1320    2984
651    4    51    0    0    -1    300    0    300    2073    2366    2868    1320    2985
652    0    44    72    0    -1    960    0    240    1605    2592    2692    1322    2987    1340    3006    1357    3023
653    0    44    73    0    -1    1020    0    240    1605    2667    2693    1323    2988    1341    3007    1358    3024
654    0    44    86    0    -1    1860    0    240    1605    3717    2694    1324    2989    1342    3008    1364    3030
655    0    44    87    0    -1    1920    0    240    1605    3792    2695    1325    2990    1343    3009    1365    3031
656    0    44    76    0    -1    1500    0    420    2756    4372    2696    1326    2991    1345    3011    1360    3026
657    0    44    90    0    -1    2400    0    420    2756    5497    2697    1327    2992    1346    3012    1367    3033
658    0    44    64    0    -1    840    0    0    0    900    2698    1328    2993    1344    3010
659    0    44    81    0    -1    1560    0    480    5513    7094    2699    1329    2994    1347    3013    1361    3027
660    0    44    94    0    -1    2460    0    480    5513    8219    2700    1330    2995    1348    3014    1368    3034
661    0    44    80    0    -1    1740    0    540    4498    6345    2701    1331    2996    1349    3015    1363    3029
662    0    44    82    0    -1    1620    0    720    5044    6719    2702    1332    2997    1350    3016    1362    3028
663    0    44    95    0    -1    2520    0    720    5044    7845    2703    1333    2998    1351    3017    1369    3035
664    0    44    79    0    -1    1500    0    780    4419    5969    2704    1334    2999    1353    3019    1359    3025
665    0    44    92    0    -1    2400    0    780    4419    7094    2705    1335    3000    1354    3020    1366    3032
666    0    44    71    0    -1    1200    0    0    0    1350    2706    1336    3001    1352    3018
667    0    44    77    0    -1    1500    0    0    0    1500    2707    1337    3002    1355    3021
668    0    44    78    0    -1    1740    0    0    0    2025    2708    1338    3003    1356    3022
669    2    44    0    0    -1    480    0    480    3200    3673    2709    1339    3004
670    6    44    0    0    -1    600    0    480    3200    3673    2709    1339    3004
671    4    44    0    0    -1    480    0    480    3200    3673    2709    1339    3005
672    1    0    59    0    -1    420    300    0    2072    2365    85    1370    3036    1371    3037
673    5    0    59    0    -1    420    300    0    2072    2365    85    1370    3036    1371    3037
674    3    0    59    0    -1    420    300    0    2072    2365    86    1370    3036    1371    3037
675    1    0    60    0    -1    420    300    0    2072    2365    87    1372    3038    1413    3099
676    5    0    60    0    -1    420    300    0    2072    2365    87    1372    3038    1413    3099
677    3    0    60    0    -1    420    300    0    2072    2365    88    1372    3038    1413    3099
678    0    52    67    0    -1    120    0    0    0    0    3039    1374    3059    1393    3078
679    0    52    86    0    -1    1320    0    420    3668    5023    3040    1375    3060    1395    3081    1415    3101
680    0    52    87    0    -1    1380    0    420    3668    5098    3041    1376    3061    1396    3082    1416    3102
681    0    52    99    0    -1    2220    0    420    3668    6149    3042    1377    3062    1397    3083    1423    3109
682    0    52    100    0    -1    2280    0    420    3668    6223    3043    1378    3063    1398    3084    1424    3110
683    0    52    78    0    -1    1200    0    480    5521    6652    3044    1379    3064    1399    3085    1414    3100
684    0    52    85    0    -1    1560    0    480    5521    7102    3045    1380    3065    1400    3086    1417    3103
685    0    52    91    0    -1    2100    0    480    5521    7777    3046    1381    3066    1401    3087    1421    3107
686    0    52    98    0    -1    2460    0    480    5521    8227    3047    1382    3067    1402    3088    1425    3111
687    0    52    104    0    -1    2760    0    480    5521    8377    3048    1383    3068    1403    3089    1426    3112
688    0    52    81    0    -1    1020    0    0    0    1125    3049    1384    3069    1404    3090
689    0    52    90    0    -1    1860    0    840    8053    9908    3050    1385    3070    1405    3091    1419    3105
690    0    52    103    0    -1    2760    0    840    8053    11033    3051    1386    3071    1406    3092    1428    3114
691    0    52    93    0    -1    2100    0    960    9796    11882    3052    1387    3072    1407    3093    1422    3108
692    0    52    95    0    -1    1980    0    1080    10342    12256    3053    1388    3073    1408    3094    1420    3106
693    0    52    109    0    -1    2880    0    1080    10342    13382    3054    1389    3074    1409    3095    1429    3115
694    0    52    92    0    -1    1860    0    1140    9716    11505    3055    1390    3075    1410    3096    1418    3104
695    0    52    106    0    -1    2760    0    1140    9716    12630    3056    1391    3076    1411    3097    1427    3113
696    0    52    94    0    -1    1920    0    0    0    2250    3057    1392    3077    1412    3098
697    2    52    0    0    -1    420    0    240    1872    2323    3058    1394    3079
698    6    52    0    0    -1    540    0    240    1872    2323    3058    1394    3079
699    4    52    0    0    -1    420    0    240    1872    2323    3058    1394    3080
700    1    0    53    0    -1    1260    1140    0    7523    8649    89    1430    3116    1465    3182
701    5    0    53    0    -1    1260    1140    0    7523    8649    89    1430    3116    1465    3182
702    3    0    53    0    -1    1260    1140    0    7523    8649    90    1430    3116    1465    3182
703    1    0    54    0    -1    1020    900    0    7603    8426    91    1431    3117    1466    3183
704    5    0    54    0    -1    1020    900    0    7603    8426    91    1431    3117    1466    3183
705    3    0    54    0    -1    1020    900    0    7603    8426    92    1431    3117    1466    3183
706    0    53    70    0    -1    480    0    0    0    450    3118    1434    3150    1450    3167
707    0    53    78    0    -1    900    0    300    1734    2641    3119    1435    3151    1451    3168    1467    3184
708    0    53    85    0    -1    1260    0    300    1734    3091    3120    1436    3152    1452    3169    1468    3185
709    0    53    91    0    -1    1800    0    300    1734    3766    3121    1437    3153    1453    3170    1473    3190
710    0    53    98    0    -1    2160    0    300    1734    4216    3122    1438    3154    1454    3171    1475    3192
711    0    53    104    0    -1    2460    0    300    1734    4366    3123    1439    3155    1455    3172    1476    3193
712    0    53    94    0    -1    1620    0    420    3674    5403    3124    1440    3156    1456    3173    1471    3188
713    0    53    108    0    -1    2520    0    420    3674    6528    3125    1441    3157    1457    3174    1479    3196
714    0    53    90    0    -1    1560    0    600    4266    5897    3126    1442    3158    1458    3175    1470    3187
715    0    53    103    0    -1    2460    0    600    4266    7022    3127    1443    3159    1459    3176    1478    3195
716    0    53    93    0    -1    1800    0    720    6009    7870    3128    1444    3160    1460    3177    1474    3191
717    0    53    95    0    -1    1680    0    900    6555    8245    3129    1445    3161    1461    3178    1472    3189
718    0    53    109    0    -1    2580    0    900    6555    9370    3130    1446    3162    1462    3179    1480    3197
719    0    53    92    0    -1    1560    0    960    5929    7494    3131    1447    3163    1463    3180    1469    3186
720    0    53    106    0    -1    2460    0    960    5929    8619    3132    1448    3164    1464    3181    1477    3194
721    2    53    0    0    -1    300    0    300    2073    2366    3133    1449    3165
722    6    53    0    0    -1    420    0    300    2073    2366    3133    1449    3165
723    4    53    0    0    -1    300    0    300    2073    2366    3133    1449    3166
724    1    0    55    0    -1    360    240    0    1876    2102    93    1481    3198    1483    3218
725    5    0    55    0    -1    360    240    0    1876    2102    93    1481    3198    1483    3218
726    3    0    55    0    -1    360    240    0    1876    2102    94    1481    3198    1483    3218
727    1    0    56    0    -1    1200    1080    0    8149    9175    95    1484    3219    1521    3272
728    5    0    56    0    -1    1200    1080    0    8149    9175    95    1484    3219    1521    3272
729    3    0    56    0    -1    1200    1080    0    8149    9175    96    1484    3219    1521    3272
730    1    0    57    0    -1    420    300    0    2072    2365    97    1485    3220    1522    3273
731    5    0    57    0    -1    420    300    0    2072    2365    97    1485    3220    1522    3273
732    3    0    57    0    -1    420    300    0    2072    2365    98    1485    3220    1522    3273
733    0    57    61    0    -1    60    0    0    0    0    3237    1488    3238    1504    3254
734    0    56    85    0    -1    960    0    300    1734    2716    3221    1489    3239    1506    3257    1523    3274
735    0    56    91    0    -1    1500    0    300    1734    3391    3222    1490    3240    1507    3258    1527    3278
736    0    56    98    0    -1    1860    0    300    1734    3841    3223    1491    3241    1508    3259    1529    3280
737    0    56    104    0    -1    2160    0    300    1734    3991    3224    1492    3242    1509    3260    1530    3281
738    0    56    105    0    -1    2400    0    300    1734    4516    3225    1493    3243    1510    3261    1535    3286
739    0    56    94    0    -1    1320    0    420    3674    5028    3226    1494    3244    1511    3262    1525    3276
740    0    56    108    0    -1    2220    0    420    3674    6154    3227    1495    3245    1512    3263    1533    3284
741    0    56    90    0    -1    1260    0    600    4266    5522    3228    1496    3246    1513    3264    1524    3275
742    0    56    103    0    -1    2160    0    600    4266    6647    3229    1497    3247    1514    3265    1532    3283
743    0    56    83    0    -1    1080    0    0    0    1200    3230    1498    3248    1515    3266
744    0    56    93    0    -1    1500    0    720    6009    7495    3231    1499    3249    1516    3267    1528    3279
745    0    56    95    0    -1    1380    0    900    6555    7870    3232    1500    3250    1517    3268    1526    3277
746    0    56    109    0    -1    2280    0    900    6555    8995    3233    1501    3251    1518    3269    1534    3285
747    0    56    106    0    -1    2160    0    960    5929    8244    3234    1502    3252    1519    3270    1531    3282
748    0    56    119    0    -1    3060    0    960    5929    9369    3235    1503    3253    1520    3271    1536    3287
749    2    56    0    0    -1    300    0    300    2073    2366    3236    1505    3255
750    6    56    0    0    -1    420    0    300    2073    2366    3236    1505    3255
751    4    56    0    0    -1    300    0    300    2073    2366    3236    1505    3256
752    1    0    58    0    -1    420    300    0    2072    2365    99    1537    3288    1540    3291
753    5    0    58    0    -1    420    300    0    2072    2365    99    1537    3288    1540    3291
754    3    0    58    0    -1    420    300    0    2072    2365    100    1537    3288    1540    3291
755    0    58    62    0    -1    0    0    0    0    0    3289    1539    3290
756    0    54    71    0    -1    600    0    0    0    600    3134    1541    3292    1557    3309
757    0    54    86    0    -1    1260    0    240    1605    2967    3135    1542    3293    1558    3310    1575    3327
758    0    54    87    0    -1    1320    0    240    1605    3042    3136    1543    3294    1559    3311    1576    3328
759    0    54    99    0    -1    2160    0    240    1605    4092    3137    1544    3295    1560    3312    1581    3333
760    0    54    100    0    -1    2220    0    240    1605    4167    3138    1545    3296    1561    3313    1582    3334
761    0    54    77    0    -1    900    0    0    0    750    3139    1546    3297    1562    3314
762    0    54    76    0    -1    900    0    420    2756    3622    3140    1547    3298    1563    3315    1572    3324
763    0    54    90    0    -1    1800    0    420    2756    4747    3141    1548    3299    1564    3316    1578    3330
764    0    54    81    0    -1    960    0    480    5513    6344    3142    1549    3300    1565    3317    1573    3325
765    0    54    94    0    -1    1860    0    480    5513    7469    3143    1550    3301    1566    3318    1579    3331
766    0    54    80    0    -1    1140    0    540    4498    5595    3144    1551    3302    1567    3319    1574    3326
767    0    54    95    0    -1    1920    0    720    5044    7094    3145    1552    3303    1568    3320    1580    3332
768    0    54    109    0    -1    2820    0    720    5044    8219    3146    1553    3304    1569    3321    1584    3336
769    0    54    92    0    -1    1800    0    780    4419    6344    3147    1554    3305    1570    3322    1577    3329
770    0    54    106    0    -1    2700    0    780    4419    7469    3148    1555    3306    1571    3323    1583    3335
771    2    54    0    0    -1    480    0    480    3200    3673    3149    1556    3307
772    6    54    0    0    -1    600    0    480    3200    3673    3149    1556    3307
773    4    54    0    0    -1    480    0    480    3200    3673    3149    1556    3308
774    0    61    73    0    -1    240    0    0    0    150    3373    1589    3379    1627    3418
775    0    61    95    0    -1    1740    0    720    6600    8363    3374    1590    3380    1632    3425    1667    3460
776    0    61    109    0    -1    2640    0    720    6600    9488    3375    1591    3381    1634    3427    1685    3478
777    0    60    79    0    -1    240    0    0    0    150    3355    1592    3382    1630    3423
778    0    60    90    0    -1    1140    0    600    2298    3482    3356    1593    3383    1635    3428    1666    3459
779    0    60    103    0    -1    2040    0    600    2298    4607    3357    1594    3384    1636    3429    1681    3474
780    0    60    91    0    -1    1380    0    780    4467    5865    3358    1595    3385    1638    3431    1669    3462
781    0    60    98    0    -1    1740    0    780    4467    6315    3359    1596    3386    1640    3433    1676    3469
782    0    60    104    0    -1    2040    0    780    4467    6465    3360    1597    3387    1642    3435    1678    3471
783    0    60    105    0    -1    2280    0    780    4467    6990    3361    1598    3388    1644    3437    1687    3480
784    0    60    112    0    -1    2640    0    780    4467    7440    3362    1599    3389    1646    3439    1694    3487
785    0    60    99    0    -1    1500    0    960    6064    7548    3363    1600    3390    1648    3441    1672    3465
786    0    60    100    0    -1    1560    0    960    6064    7623    3364    1601    3391    1650    3443    1674    3467
787    0    60    113    0    -1    2400    0    960    6064    8673    3365    1602    3392    1653    3446    1690    3483
788    0    60    114    0    -1    2460    0    960    6064    8748    3366    1603    3393    1655    3448    1692    3485
789    0    60    107    0    -1    2280    0    1020    6107    8565    3367    1604    3394    1657    3450    1688    3481
790    0    60    108    0    -1    2100    0    1200    9972    12051    3368    1605    3395    1661    3454    1683    3476
791    0    60    121    0    -1    3000    0    1200    9972    13177    3369    1606    3396    1664    3457    1698    3491
792    0    60    109    0    -1    2160    0    1200    6652    8938    3370    1607    3397    1662    3455    1684    3477
793    0    60    122    0    -1    3060    0    1200    6652    10063    3371    1608    3398    1665    3458    1699    3492
794    0    59    82    0    -1    300    0    0    0    225    3337    1609    3399    1631    3424
795    0    59    93    0    -1    1320    0    180    509    1989    3338    1610    3400    1633    3426    1670    3463
796    0    59    91    0    -1    1320    0    720    5016    6317    3339    1611    3401    1637    3430    1668    3461
797    0    59    98    0    -1    1680    0    720    5016    6767    3340    1612    3402    1639    3432    1675    3468
798    0    59    104    0    -1    1980    0    720    5016    6917    3341    1613    3403    1641    3434    1677    3470
799    0    59    105    0    -1    2220    0    720    5016    7442    3342    1614    3404    1643    3436    1686    3479
800    0    59    112    0    -1    2580    0    720    5016    7892    3343    1615    3405    1645    3438    1693    3486
801    0    59    103    0    -1    1980    0    900    5267    7383    3344    1616    3406    1651    3444    1680    3473
802    0    59    117    0    -1    2880    0    900    5267    8508    3345    1617    3407    1656    3449    1696    3489
803    0    59    99    0    -1    1440    0    900    6614    8001    3346    1618    3408    1647    3440    1671    3464
804    0    59    100    0    -1    1500    0    900    6614    8076    3347    1619    3409    1649    3442    1673    3466
805    0    59    113    0    -1    2340    0    900    6614    9126    3348    1620    3410    1652    3445    1689    3482
806    0    59    114    0    -1    2400    0    900    6614    9201    3349    1621    3411    1654    3447    1691    3484
807    0    59    106    0    -1    1980    0    1080    6146    8227    3350    1622    3412    1658    3451    1679    3472
808    0    59    119    0    -1    2880    0    1080    6146    9353    3351    1623    3413    1659    3452    1695    3488
809    0    59    108    0    -1    2040    0    1140    10522    12504    3352    1624    3414    1660    3453    1682    3475
810    0    59    121    0    -1    2940    0    1140    10522    13630    3353    1625    3415    1663    3456    1697    3490
811    2    61    0    0    -1    300    0    300    2073    2366    3376    1626    3416
812    6    61    0    0    -1    420    0    300    2073    2366    3376    1626    3416
813    4    61    0    0    -1    300    0    300    2073    2366    3376    1626    3417
814    2    60    0    0    -1    1200    0    1200    7659    8855    3372    1628    3419
815    6    60    0    0    -1    1320    0    1200    7659    8855    3372    1628    3419
816    4    60    0    0    -1    1200    0    1200    7659    8855    3372    1628    3420
817    2    59    0    0    -1    1140    0    1140    8210    9309    3354    1629    3421
818    6    59    0    0    -1    1260    0    1140    8210    9309    3354    1629    3421
819    4    59    0    0    -1    1140    0    1140    8210    9309    3354    1629    3422
820    0    62    72    0    -1    180    0    0    0    75    3377    1700    3493    1702    3496
821    2    62    0    0    -1    300    0    300    2073    2366    3378    1701    3494
822    6    62    0    0    -1    420    0    300    2073    2366    3378    1701    3494
823    4    62    0    0    -1    300    0    300    2073    2366    3378    1701    3495
824    1    0    63    0    -1    900    780    0    5860    6602    101    1703    3497    1777    3590
825    5    0    63    0    -1    900    780    0    5860    6602    101    1703    3497    1777    3590
826    3    0    63    0    -1    900    780    0    5860    6602    102    1703    3497    1777    3590
827    0    55    71    0    -1    300    0    0    0    225    3199    1705    3516    1741    3553
828    0    55    77    0    -1    600    0    0    0    375    3200    1706    3517    1742    3554
829    0    55    86    0    -1    960    0    240    1605    2592    3201    1707    3518    1744    3557    1778    3591
830    0    55    87    0    -1    1020    0    240    1605    2667    3202    1708    3519    1745    3558    1780    3593
831    0    55    99    0    -1    1860    0    240    1605    3717    3203    1709    3520    1746    3559    1792    3605
832    0    55    100    0    -1    1920    0    240    1605    3792    3204    1710    3521    1747    3560    1794    3607
833    0    55    90    0    -1    1500    0    420    2756    4372    3205    1711    3522    1750    3563    1784    3597
834    0    55    103    0    -1    2400    0    420    2756    5497    3206    1712    3523    1751    3564    1798    3611
835    0    55    78    0    -1    840    0    0    0    900    3207    1713    3524    1748    3561
836    0    55    94    0    -1    1560    0    480    5513    7094    3208    1714    3525    1752    3565    1786    3599
837    0    55    108    0    -1    2460    0    480    5513    8219    3209    1715    3526    1753    3566    1800    3613
838    0    55    93    0    -1    1740    0    540    4498    6345    3210    1716    3527    1756    3569    1790    3603
839    0    55    95    0    -1    1620    0    720    5044    6719    3211    1717    3528    1761    3574    1788    3601
840    0    55    109    0    -1    2520    0    720    5044    7845    3212    1718    3529    1763    3576    1802    3615
841    0    55    92    0    -1    1500    0    780    4419    5969    3213    1719    3530    1766    3579    1782    3595
842    0    55    106    0    -1    2400    0    780    4419    7094    3214    1720    3531    1768    3581    1796    3609
843    0    55    85    0    -1    1200    0    0    0    1350    3215    1721    3532    1764    3577
844    0    55    91    0    -1    1740    0    0    0    2025    3216    1722    3533    1776    3589
845    0    63    78    0    -1    540    0    0    0    525    3498    1723    3534    1749    3562
846    0    63    86    0    -1    660    0    240    1605    2217    3499    1724    3535    1754    3567    1779    3592
847    0    63    87    0    -1    720    0    240    1605    2292    3500    1725    3536    1755    3568    1781    3594
848    0    63    99    0    -1    1560    0    240    1605    3342    3501    1726    3537    1757    3570    1793    3606
849    0    63    100    0    -1    1620    0    240    1605    3417    3502    1727    3538    1758    3571    1795    3608
850    0    63    113    0    -1    2460    0    240    1605    4467    3503    1728    3539    1759    3572    1804    3617
851    0    63    90    0    -1    1200    0    420    2756    3997    3504    1729    3540    1760    3573    1785    3598
852    0    63    103    0    -1    2100    0    420    2756    5122    3505    1730    3541    1762    3575    1799    3612
853    0    63    94    0    -1    1260    0    480    5513    6719    3506    1731    3542    1767    3580    1787    3600
854    0    63    108    0    -1    2160    0    480    5513    7844    3507    1732    3543    1769    3582    1801    3614
855    0    63    85    0    -1    900    0    0    0    975    3508    1733    3544    1765    3578
856    0    63    93    0    -1    1440    0    540    4498    5970    3509    1734    3545    1770    3583    1791    3604
857    0    63    95    0    -1    1320    0    720    5044    6344    3510    1735    3546    1771    3584    1789    3602
858    0    63    109    0    -1    2220    0    720    5044    7469    3511    1736    3547    1772    3585    1803    3616
859    0    63    92    0    -1    1200    0    780    4419    5594    3512    1737    3548    1773    3586    1783    3596
860    0    63    106    0    -1    2100    0    780    4419    6719    3513    1738    3549    1774    3587    1797    3610
861    0    63    119    0    -1    3000    0    780    4419    7844    3514    1739    3550    1775    3588    1805    3618
862    2    55    0    0    -1    480    0    480    3200    3673    3217    1740    3551
863    6    55    0    0    -1    600    0    480    3200    3673    3217    1740    3551
864    4    55    0    0    -1    480    0    480    3200    3673    3217    1740    3552
865    2    63    0    0    -1    480    0    480    3200    3673    3515    1743    3555
866    6    63    0    0    -1    600    0    480    3200    3673    3515    1743    3555
867    4    63    0    0    -1    480    0    480    3200    3673    3515    1743    3556
868    1    0    72    0    -1    420    300    0    2072    2365    103    1806    3619    1807    3620
869    5    0    72    0    -1    420    300    0    2072    2365    103    1806    3619    1807    3620
870    3    0    72    0    -1    420    300    0    2072    2365    104    1806    3619    1807    3620
871    1    0    73    0    -1    420    300    0    2072    2365    105    1808    3621    1809    3622
872    5    0    73    0    -1    420    300    0    2072    2365    105    1808    3621    1809    3622
873    3    0    73    0    -1    420    300    0    2072    2365    106    1808    3621    1809    3622
874    1    0    64    0    -1    600    480    0    3328    3796    107    1810    3623    1847    3678
875    5    0    64    0    -1    600    480    0    3328    3796    107    1810    3623    1847    3678
876    3    0    64    0    -1    600    480    0    3328    3796    108    1810    3623    1847    3678
877    0    64    76    0    -1    120    0    0    0    0    3624    1812    3642    1829    3659
878    0    64    91    0    -1    1260    0    360    2669    3988    3625    1813    3643    1831    3662    1849    3680
879    0    64    98    0    -1    1620    0    360    2669    4438    3626    1814    3644    1832    3663    1853    3684
880    0    64    104    0    -1    1920    0    360    2669    4588    3627    1815    3645    1833    3664    1854    3685
881    0    64    105    0    -1    2160    0    360    2669    5114    3628    1816    3646    1834    3665    1858    3689
882    0    64    112    0    -1    2520    0    360    2669    5563    3629    1817    3647    1835    3666    1861    3692
883    0    64    92    0    -1    1020    0    480    2163    3202    3630    1818    3648    1836    3667    1848    3679
884    0    64    106    0    -1    1920    0    480    2163    4327    3631    1819    3649    1837    3668    1855    3686
885    0    64    99    0    -1    1380    0    540    4266    5672    3632    1820    3650    1838    3669    1851    3682
886    0    64    100    0    -1    1440    0    540    4266    5747    3633    1821    3651    1839    3670    1852    3683
887    0    64    113    0    -1    2280    0    540    4266    6797    3634    1822    3652    1840    3671    1859    3690
888    0    64    114    0    -1    2340    0    540    4266    6873    3635    1823    3653    1841    3672    1860    3691
889    0    64    93    0    -1    1260    0    720    5006    6232    3636    1824    3654    1842    3673    1850    3681
890    0    64    108    0    -1    1980    0    780    8174    10174    3637    1825    3655    1843    3674    1856    3687
891    0    64    121    0    -1    2880    0    780    8174    11299    3638    1826    3656    1844    3675    1862    3693
892    0    64    109    0    -1    2040    0    900    5552    7732    3639    1827    3657    1845    3676    1857    3688
893    0    64    122    0    -1    2940    0    900    5552    8857    3640    1828    3658    1846    3677    1863    3694
894    2    64    0    0    -1    780    0    780    5862    6604    3641    1830    3660
895    6    64    0    0    -1    900    0    780    5862    6604    3641    1830    3660
896    4    64    0    0    -1    780    0    780    5862    6604    3641    1830    3661
897    1    0    65    0    -1    1260    1140    0    7523    8649    109    1864    3695    1899    3760
898    5    0    65    0    -1    1260    1140    0    7523    8649    109    1864    3695    1899    3760
899    3    0    65    0    -1    1260    1140    0    7523    8649    110    1864    3695    1899    3760
900    1    0    66    0    -1    1020    900    0    7603    8426    111    1865    3696    1900    3761
901    5    0    66    0    -1    1020    900    0    7603    8426    111    1865    3696    1900    3761
902    3    0    66    0    -1    1020    900    0    7603    8426    112    1865    3696    1900    3761
903    0    65    84    0    -1    480    0    0    0    450    3697    1868    3728    1884    3745
904    0    65    91    0    -1    900    0    300    1734    2641    3698    1869    3729    1885    3746    1901    3762
905    0    65    98    0    -1    1260    0    300    1734    3091    3699    1870    3730    1886    3747    1902    3763
906    0    65    104    0    -1    1560    0    300    1734    3241    3700    1871    3731    1887    3748    1903    3764
907    0    65    105    0    -1    1800    0    300    1734    3766    3701    1872    3732    1888    3749    1908    3769
908    0    65    112    0    -1    2160    0    300    1734    4216    3702    1873    3733    1889    3750    1910    3771
909    0    65    108    0    -1    1620    0    420    3674    5403    3703    1874    3734    1890    3751    1906    3767
910    0    65    121    0    -1    2520    0    420    3674    6528    3704    1875    3735    1891    3752    1913    3774
911    0    65    103    0    -1    1560    0    600    4266    5897    3705    1876    3736    1892    3753    1905    3766
912    0    65    117    0    -1    2460    0    600    4266    7022    3706    1877    3737    1893    3754    1912    3773
913    0    65    107    0    -1    1800    0    720    6009    7870    3707    1878    3738    1894    3755    1909    3770
914    0    65    109    0    -1    1680    0    900    6555    8245    3708    1879    3739    1895    3756    1907    3768
915    0    65    122    0    -1    2580    0    900    6555    9370    3709    1880    3740    1896    3757    1914    3775
916    0    65    106    0    -1    1560    0    960    5929    7494    3710    1881    3741    1897    3758    1904    3765
917    0    65    119    0    -1    2460    0    960    5929    8619    3711    1882    3742    1898    3759    1911    3772
918    2    65    0    0    -1    300    0    300    2073    2366    3712    1883    3743
919    6    65    0    0    -1    420    0    300    2073    2366    3712    1883    3743
920    4    65    0    0    -1    300    0    300    2073    2366    3712    1883    3744
921    1    0    71    0    -1    600    480    0    3328    3796    113    1915    3776    1916    3777
922    5    0    71    0    -1    600    480    0    3328    3796    113    1915    3776    1916    3777
923    3    0    71    0    -1    600    480    0    3328    3796    114    1915    3776    1916    3777
924    1    0    67    0    -1    360    240    0    1876    2102    115    1917    3778    1919    3798
925    5    0    67    0    -1    360    240    0    1876    2102    115    1917    3778    1919    3798
926    3    0    67    0    -1    360    240    0    1876    2102    116    1917    3778    1919    3798
927    1    0    68    0    -1    1200    1080    0    8149    9175    117    1920    3799    1957    3852
928    5    0    68    0    -1    1200    1080    0    8149    9175    117    1920    3799    1957    3852
929    3    0    68    0    -1    1200    1080    0    8149    9175    118    1920    3799    1957    3852
930    1    0    69    0    -1    420    300    0    2072    2365    119    1921    3800    1958    3853
931    5    0    69    0    -1    420    300    0    2072    2365    119    1921    3800    1958    3853
932    3    0    69    0    -1    420    300    0    2072    2365    120    1921    3800    1958    3853
933    0    69    74    0    -1    60    0    0    0    0    3817    1924    3818    1940    3834
934    0    68    98    0    -1    960    0    300    1734    2716    3801    1925    3819    1942    3837    1959    3854
935    0    68    104    0    -1    1260    0    300    1734    2866    3802    1926    3820    1943    3838    1960    3855
936    0    68    105    0    -1    1500    0    300    1734    3391    3803    1927    3821    1944    3839    1964    3859
937    0    68    112    0    -1    1860    0    300    1734    3841    3804    1928    3822    1945    3840    1966    3861
938    0    68    118    0    -1    2400    0    300    1734    4516    3805    1929    3823    1946    3841    1971    3866
939    0    68    108    0    -1    1320    0    420    3674    5028    3806    1930    3824    1947    3842    1962    3857
940    0    68    121    0    -1    2220    0    420    3674    6154    3807    1931    3825    1948    3843    1969    3864
941    0    68    103    0    -1    1260    0    600    4266    5522    3808    1932    3826    1949    3844    1961    3856
942    0    68    117    0    -1    2160    0    600    4266    6647    3809    1933    3827    1950    3845    1968    3863
943    0    68    96    0    -1    1080    0    0    0    1200    3810    1934    3828    1951    3846
944    0    68    107    0    -1    1500    0    720    6009    7495    3811    1935    3829    1952    3847    1965    3860
945    0    68    109    0    -1    1380    0    900    6555    7870    3812    1936    3830    1953    3848    1963    3858
946    0    68    122    0    -1    2280    0    900    6555    8995    3813    1937    3831    1954    3849    1970    3865
947    0    68    119    0    -1    2160    0    960    5929    8244    3814    1938    3832    1955    3850    1967    3862
948    0    68    133    0    -1    3060    0    960    5929    9369    3815    1939    3833    1956    3851    1972    3867
949    2    68    0    0    -1    300    0    300    2073    2366    3816    1941    3835
950    6    68    0    0    -1    420    0    300    2073    2366    3816    1941    3835
951    4    68    0    0    -1    300    0    300    2073    2366    3816    1941    3836
